Fatty_Acid_Palmitic,Fatty_Acid_Oleic,Peroxide_Value,Free_Fatty_Acid,Iodine_Value,Saponification_Value,Color_Index,Density,Viscosity,Class
38.03945923,44.07912245,6.878174272,1.81242503,67.67688608,196.9101509,2.000408637,0.867738199,33.25507447,Pure
32.68242526,42.23264537,9.585966856,3.017022684,66.83921362,194.4440083,8.652953332,0.888940369,60.73940993,Adulterated
41.48060139,52.1132306,11.66344868,0.936153585,68.91582544,205.4106509,5.499012552,0.863693628,54.28033857,Adulterated
41.30527636,36.02599118,8.639842224,1.625744051,60.74758376,203.9109517,2.669064904,0.874968318,68.87269187,Pure
40.02556728,38.8650877,9.786824969,0.199324008,50.13840191,197.2145797,11.77152797,0.915225012,79.8349906,Adulterated
38.82706433,45.54457815,14.0935044,3.864552144,50.22108797,196.4223227,10.91192867,0.852983285,32.80047695,Adulterated
32.92314629,53.23015193,5.186900335,2.064948117,60.89278111,190.0248576,10.82898085,0.903550557,64.73519768,Pure
37.89677339,49.01348036,6.028295141,4.099015311,58.70544478,191.2710426,9.67702337,0.919883919,90.33803259,Adulterated
38.28642742,46.98660114,11.04784706,3.571027681,59.02490107,202.4651105,8.611792377,0.906325194,61.86166103,Adulterated
35.98861365,45.62494188,9.558277239,4.160846902,58.00809474,200.2921462,8.205874283,0.897964258,66.48695477,Adulterated
39.19357144,48.20188684,3.499460664,1.499727481,68.35451618,198.6960641,2.167032215,0.880728543,64.07542885,Pure
42.02025428,46.61322324,6.26606234,1.007032779,57.18340702,206.5500448,10.90622859,0.877082239,57.28550429,Pure
49.43092951,36.7602218,7.549732184,4.862337845,67.12453884,200.0779641,10.69241236,0.845037383,37.70836667,Adulterated
40.87288906,45.36863377,6.871457732,3.614906157,68.05729588,197.6898716,9.226378892,0.890740134,38.8449351,Adulterated
41.28775195,36.41049073,3.495847317,4.186807113,59.9900354,193.225127,11.20046455,0.881955191,42.53624692,Adulterated
39.62777042,45.64866034,13.94202128,0.164353531,58.93876075,206.4137602,7.083917965,0.876039312,85.47952486,Adulterated
30.40614392,41.15481647,11.67246266,1.836861939,65.22041208,201.524965,5.924065682,0.889598379,49.27326104,Adulterated
39.86743062,65.31505298,7.73898165,3.739801784,64.15943015,191.8491993,11.64742142,0.89124739,96.36866472,Adulterated
40.30115105,44.68084493,10.5208544,0.482115882,56.57070233,202.977968,6.105443066,0.877288854,86.71191166,Adulterated
52.31621056,33.76608347,13.56195741,2.879965655,52.05096252,198.5014149,8.054568852,0.922261616,77.91784677,Adulterated
39.03819518,43.92655831,2.906437993,2.202456561,55.297048,206.2277245,5.103683615,0.904612056,80.42755406,Adulterated
41.50773671,49.15486997,4.50522271,0.186320885,52.62057012,208.3782919,7.999588486,0.907925571,33.33425461,Adulterated
39.82644115,58.38691157,8.597817462,1.256280328,55.89464552,202.0093163,8.921088952,0.887933944,69.78725569,Pure
34.15660981,40.2843808,12.1861452,1.495480746,55.23643131,204.6322564,7.871210778,0.900224715,95.87398369,Adulterated
45.71411407,32.34057621,1.507568536,0.648113737,62.75422848,191.131817,6.660192353,0.872085908,32.73771284,Pure
43.75966516,51.53469609,14.7762541,3.194530858,69.08992057,201.2051091,4.301218774,0.903325171,50.3711563,Adulterated
43.95515974,33.95521035,7.36869244,1.287749594,63.71487465,205.1067996,8.082302437,0.885911948,33.60580445,Pure
35.45306273,41.51075647,6.029235969,1.460335548,68.53298816,199.935243,10.99271785,0.869560329,69.88191045,Pure
47.01397155,42.93903612,5.09814213,4.501369131,65.68264517,201.8710018,1.076038503,0.889544667,38.1340439,Adulterated
32.99074469,44.44293237,3.440993907,2.388903154,64.55755244,207.9789637,2.473219302,0.884158919,63.54751094,Pure
42.93428547,50.51331566,12.08203473,2.02142792,58.2812388,193.9619914,2.317504743,0.936461387,80.39646058,Adulterated
50.95227813,39.53092574,14.37579831,3.646968088,56.49589006,191.9649302,11.15525833,0.898707885,41.51069745,Adulterated
35.04731837,42.81016598,6.791026568,4.557107605,66.92554745,203.8128723,8.290224579,0.921594349,82.8755106,Adulterated
37.16851135,44.88583718,14.33388973,0.222678048,68.10786466,206.4569781,11.46966917,0.912625742,34.21431234,Pure
40.49825683,46.19678366,12.53316662,2.296370348,59.03764987,207.0098038,7.410946005,0.890755612,40.47371362,Adulterated
37.48262173,45.7826174,7.734715785,3.092828645,50.18126196,202.8328899,6.079061869,0.881125616,49.60772542,Adulterated
32.24668284,48.4880462,10.43636651,1.660959181,65.85062118,206.6642684,9.71577203,0.855195468,85.72693472,Adulterated
40.34281487,51.75071608,7.089778508,3.884797838,55.70137681,204.0132841,2.770364942,0.872581129,89.50958224,Adulterated
34.68848143,48.14107293,8.822127715,4.860237644,50.1977573,191.7475383,5.194719279,0.903255069,45.42658701,Adulterated
42.36796215,48.62868419,1.812648718,4.722794095,66.09977118,205.2408702,6.129016646,0.883957392,36.70486779,Adulterated
35.40287883,32.34221467,10.74768865,1.403314443,60.34828378,193.5871938,4.28304234,0.897516407,89.35676476,Adulterated
47.74967203,45.40182159,1.739545023,1.209057564,63.70421493,194.7321869,5.084141736,0.849394497,75.45572063,Pure
36.08373354,48.83606038,12.43918926,4.791703602,68.29379642,197.8930125,1.859157056,0.899070297,41.04988055,Adulterated
38.38969242,50.83152956,12.54925701,2.347279588,60.8234766,196.2913413,3.177819484,0.911929631,69.04017496,Pure
44.06758609,39.46119381,4.319082026,1.120658843,60.06388145,196.4330348,4.690463924,0.854484834,91.0660003,Pure
33.84567842,39.7276858,5.531278935,3.564285122,55.81324243,193.3851905,9.754794766,0.897431278,34.86604594,Adulterated
41.13729967,40.4071946,7.7383453,1.493659587,56.10387669,195.8774209,3.007470903,0.916870693,35.86048636,Pure
46.53571377,49.2913112,9.353280697,1.409510178,65.93084132,190.3932518,4.813044114,0.923601733,49.15254325,Pure
31.96258383,53.27104844,5.022951264,4.408320311,58.98058491,199.4582189,1.71412317,0.879930019,75.65836279,Adulterated
40.92316929,41.74031914,9.294809665,0.896147852,53.27052417,205.3718192,7.128147793,0.905598607,42.46059566,Adulterated
41.29941397,52.26369851,5.169019025,0.415525438,51.89057528,207.2449474,7.72375977,0.918595796,87.1457043,Adulterated
43.90911436,45.98783847,1.776870095,1.419013557,59.45840234,206.4085712,10.5206811,0.898027628,82.53011238,Pure
33.81524645,44.00571378,1.035385698,3.074032523,59.29910047,198.3291544,10.01027598,0.915701552,69.27033975,Adulterated
33.39771693,43.30892616,2.416114811,0.703130482,63.06916556,204.6085296,4.139157502,0.889282767,38.12473931,Pure
42.60970783,50.97289092,12.0915098,2.410813894,59.42134955,195.7578155,2.506490581,0.897886283,99.17538798,Adulterated
41.48492337,47.60462253,14.46003837,3.173951841,52.86951408,191.1112495,2.716915004,0.877567815,64.30235407,Adulterated
41.25246425,63.20660342,6.97752679,4.258811264,60.1560577,203.5194305,11.65860337,0.886707997,61.64512035,Adulterated
41.73224105,38.18220286,8.177575348,1.226360997,68.13578808,202.9759233,8.405483954,0.898674323,99.68983558,Pure
36.59987639,49.14481362,3.055874367,4.104996985,53.18882823,206.0325879,1.468278666,0.876067613,90.47077844,Adulterated
41.16126849,40.76639192,8.714438938,1.25104068,63.79509282,202.3221241,2.504571805,0.885528273,61.94574138,Pure
41.46536237,38.0457041,3.025168628,3.416156052,61.8771853,193.1378325,6.343800716,0.905217474,59.31620902,Adulterated
36.42824291,44.9130629,9.557000637,2.2103005,64.97171453,207.0632478,3.286116847,0.931051151,36.71365678,Pure
49.32887256,46.09881984,14.06562135,0.661938088,53.01200547,202.5450558,9.840248835,0.84901123,94.85582225,Adulterated
42.3691646,68.34538844,3.73977955,3.599890968,68.83210674,206.152194,7.305388293,0.929531533,89.06423934,Adulterated
34.04348251,43.52683347,11.70389205,1.167036831,62.41932856,205.4821424,7.738954286,0.884802565,51.7001745,Adulterated
43.28276804,35.95857016,1.329033919,0.965454788,66.94142275,195.9572897,6.091081029,0.909297997,82.73249013,Pure
35.12659165,47.18408574,6.256961379,1.85578235,54.93213527,191.4910595,3.81669053,0.913221854,83.39105984,Adulterated
43.93542302,28.4028797,2.55047911,3.301122199,64.78825779,193.5300882,7.483439745,0.921289935,45.95375021,Adulterated
45.7929779,44.26434574,5.934656182,1.246582746,65.62061409,191.8572467,8.886670508,0.875440763,72.9558829,Pure
35.89658841,45.12820226,3.429516875,0.99994154,57.94870545,194.8682486,5.080428854,0.885494574,47.85201624,Pure
44.81688065,51.35680306,6.226269862,0.148772766,57.67906906,199.1906455,6.554379937,0.888928078,85.29202364,Pure
42.06390463,52.788978,6.845319286,2.411051176,63.1559253,208.1362121,10.23652368,0.882851323,40.76667917,Pure
44.1103008,40.97144305,5.208275719,2.20036329,51.86815364,207.4403751,2.63549938,0.916375219,76.82341991,Adulterated
49.48396491,43.79508788,10.19270729,1.245951944,64.712483,204.3719963,6.997468612,0.888463446,52.82081982,Adulterated
38.77305942,38.87103336,13.86392872,0.362895604,50.8577352,190.4822472,4.83253928,0.857629047,32.53274403,Adulterated
36.23131918,35.97549956,6.608335237,2.203353786,53.81180602,196.827784,8.73074234,0.877339724,38.65932509,Pure
35.55242785,47.47915824,3.692804191,3.962205044,63.28287514,203.6469685,1.206912675,0.858431999,75.84293967,Adulterated
35.92094858,34.81131561,4.790118615,3.604882444,51.96647334,192.5805779,8.375206298,0.885433224,46.79400123,Adulterated
39.61449145,41.6829848,12.95601153,4.31789496,69.43684183,206.021757,2.131875074,0.903450993,74.17247608,Adulterated
41.70575987,37.03860832,9.002956126,0.14695517,67.36792419,208.2914736,1.712445283,0.876910467,59.03755162,Pure
41.383454,49.39746549,7.370154452,4.835454652,62.52604665,197.0820889,8.970856311,0.881939341,78.48994247,Adulterated
44.13591625,59.41144079,3.094914101,1.772920038,66.38114911,204.1168612,8.043763682,0.884504694,64.50640355,Pure
40.06500946,34.58729614,7.296182317,4.952949201,67.75160097,192.9640827,10.84429524,0.89281485,51.5982968,Adulterated
47.26767039,30.17585214,4.898888047,1.337835357,55.18951299,203.816329,6.716204514,0.900321656,40.20734259,Pure
38.67671583,44.00090492,14.20428379,2.410528299,66.98823176,190.4291082,6.830268681,0.906145109,53.87687767,Adulterated
53.60084583,45.12558237,13.37698153,1.834245615,53.89587567,193.0154301,8.777196191,0.93511034,74.44258545,Adulterated
43.12833674,46.74927445,2.174635586,1.843227503,58.26684528,204.1976289,4.55737334,0.892469919,81.83314536,Pure
35.71421222,41.42943588,8.23314885,4.227182284,61.16519262,204.2370045,1.40603701,0.904715861,41.22377724,Adulterated
34.64553751,43.39488561,4.150816837,3.757452805,64.27781926,202.8232541,3.530504083,0.858248865,76.49906862,Adulterated
42.41236208,47.94008328,6.750879253,4.961542033,50.60282635,199.5472805,3.618147531,0.88241634,42.54956568,Adulterated
38.88268607,53.32344714,13.27587198,3.106221945,55.81018826,203.4981618,4.692247353,0.884591662,45.52735404,Adulterated
43.57000247,29.35960984,8.385203278,2.369957362,62.17038196,205.476016,11.37809006,0.869653702,67.19220682,Pure
42.36618812,42.04848449,5.679014107,0.541361928,57.14737358,209.3296332,9.853270785,0.879280145,50.24416114,Pure
39.63585544,46.71047035,3.910436957,4.983150956,65.50050111,207.7728206,11.2955187,0.887850306,76.31168089,Adulterated
35.76603141,37.65619116,12.20454803,2.802500199,63.03304322,205.8906841,11.98470549,0.879906733,96.9043637,Adulterated
32.42576388,58.84935705,9.743252215,3.532339601,54.68802907,203.8951503,5.771569045,0.942036684,40.42245409,Adulterated
37.76742524,39.91672096,7.552916446,2.093037697,52.91857959,201.4831109,3.497806483,0.900245507,69.93575826,Adulterated
44.28199397,44.6696585,4.044780954,2.78380697,62.58093987,192.4121765,7.160045774,0.930020455,94.63094279,Pure
41.07046872,49.44817677,5.679449238,4.718630886,59.00934655,193.3111368,10.69247855,0.919853024,42.35702837,Adulterated
33.77130611,40.26972169,14.43780797,0.915455246,53.37914082,206.4055912,6.123050471,0.877215077,55.67956324,Adulterated
40.86590463,30.22741562,8.281259126,1.532625663,56.52748411,206.0662582,6.559392328,0.890751209,38.65317845,Pure
41.9265869,41.57076378,6.609789937,0.845092666,56.06093497,202.2891785,2.478830165,0.881303508,74.94264028,Pure
35.58071282,53.23552445,8.299908593,3.981857929,52.16263945,198.7768027,5.625010418,0.886763545,76.84000494,Pure
40.76862553,42.30483899,11.90583908,0.404021776,60.93818039,190.520653,5.256942908,0.870471327,76.49276236,Adulterated
40.29104359,38.22852559,5.761525111,0.499995084,65.27297268,196.5435389,4.868573532,0.881169293,67.94889339,Pure
34.28514851,52.40537768,3.501885693,1.562621153,61.50933778,198.4127932,10.76028537,0.897190378,82.23826075,Pure
41.7889368,42.35380083,9.189105657,2.619522087,66.5258273,199.7163257,1.652315765,0.896662441,32.51141075,Pure
42.80392263,40.91871349,10.31285745,2.090746523,52.55137094,208.586492,11.69361901,0.895068073,97.02594412,Adulterated
45.41525622,46.19564872,10.97805204,0.319599922,58.71223716,192.174188,1.090715078,0.888806504,45.54673456,Adulterated
45.26901026,51.16600168,13.34782627,4.791708634,62.18830207,200.3773384,11.40153415,0.907214849,38.50933781,Adulterated
33.11165316,64.05370825,6.19643769,4.76906065,63.52003122,197.3584459,7.028522531,0.884859139,95.87952301,Adulterated
35.3108748,51.61788886,2.054968547,1.468845984,63.91572613,209.8019624,8.726897688,0.917831047,88.13058415,Pure
42.57517634,54.27871973,14.41688017,3.684475515,64.57930854,207.2372803,3.058461347,0.853048049,83.54092935,Adulterated
42.56892975,40.95227041,7.090166984,2.935019516,63.02859624,198.7757171,8.196326929,0.90313622,37.33219963,Pure
42.57523843,36.79305515,9.725605135,1.263635806,51.88456178,209.9939122,10.70153435,0.899767422,86.52704496,Adulterated
59.26365745,45.4986508,10.32827452,1.384640604,63.90611355,200.2812649,2.534281538,0.876508669,72.63164661,Adulterated
42.85445255,45.85735932,8.651191922,2.506650554,64.49565314,193.3423559,2.397897735,0.882895379,81.23360277,Pure
45.6778282,36.37189807,3.873605416,2.154261013,69.86959869,201.1174938,4.343757001,0.899295819,98.46491959,Pure
44.77000882,43.59764376,11.5720027,1.527023708,63.86724873,194.5241153,2.778984817,0.908318705,43.6108824,Adulterated
43.25695626,48.19454081,12.25252764,4.056806822,63.73660792,202.7262568,2.217104329,0.855010737,65.30673726,Adulterated
38.42365378,47.88314716,8.741658204,2.459168296,60.2962658,208.7488035,8.461509396,0.902564921,82.73463625,Pure
43.7948461,49.03430283,7.839856248,3.308755506,67.35845817,205.7239715,3.352092753,0.880846976,60.35594455,Adulterated
36.13587393,47.32771784,2.595134564,1.027440151,69.93669524,195.4632738,8.337163893,0.912505795,33.8257158,Pure
38.81590697,40.94393073,2.175323261,2.714187546,65.5808974,195.9371725,10.4812215,0.853214496,37.80072292,Pure
37.57318226,40.88879499,5.753907838,1.658082642,62.25000756,191.3857641,8.172272706,0.938905979,72.14643808,Pure
40.4093707,35.40838882,5.351846177,2.679426691,51.57909654,195.7173567,2.313037769,0.872277201,49.95029025,Adulterated
51.57329283,59.27820031,14.35119031,3.926046584,64.53478263,191.852496,7.309353315,0.918599224,39.64884531,Adulterated
30.66367404,45.10760292,11.97071839,3.867674729,64.17123137,199.9889744,5.329915526,0.888616308,53.79243983,Adulterated
43.43130095,43.20117555,10.23894013,1.835681322,65.51136296,204.1669416,4.777080304,0.873626665,44.06866524,Adulterated
31.93642064,37.56966335,8.247073246,3.501957874,52.49110777,205.0236232,4.503846155,0.89530228,31.67576266,Adulterated
37.64034067,68.48526322,3.34314543,4.712320757,63.07465,191.1905846,11.22375446,0.910582509,40.6269792,Adulterated
45.44475298,36.41337574,14.69839341,3.165779717,55.9144781,196.799118,9.167582023,0.858945904,91.81545726,Adulterated
40.3214001,41.5692166,6.250569775,0.827209605,65.20542487,195.7634353,2.472336685,0.904031777,30.84260978,Pure
34.61127611,48.32669469,2.496958434,3.430572283,54.80747908,192.0860065,6.236060277,0.88975643,84.16952125,Adulterated
36.42348145,49.80170373,7.91318454,0.614031493,63.67957354,197.2494262,4.500453828,0.901540882,82.74227741,Pure
43.39798874,52.66345644,13.23597216,4.373341003,55.89985894,195.9864022,11.75732144,0.890219507,69.49663819,Adulterated
36.34816684,59.46086806,13.42207402,2.631636429,50.17988586,202.6899846,11.7583187,0.878562623,44.5913436,Adulterated
41.08229295,49.04926124,1.153522825,1.987189608,62.66715824,207.6660533,4.514879218,0.867737535,91.4641457,Pure
40.2278592,36.5517536,13.40814043,0.379332314,52.26538166,199.0968344,4.873244278,0.903452902,63.25528982,Adulterated
